id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
50001-6-2-supplier-1;50001-6-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.2;6;high;supplier;objectives;audit_improvement | energy | leadership;How does the supplier implement energy objectives, energy targets and action plans for the supplied product, process or service?;Jak dodavatel zavádí téma „Energetické cíle, cílové hodnoty a akční plány“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Energieziele, Energiezielwerte und Aktionspläne“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-6-2-supplier-2;50001-6-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.2;6;high;supplier;objectives;audit_improvement | energy | leadership;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-6-2-supplier-3;50001-6-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.2;6;high;supplier;objectives;audit_improvement | energy | leadership;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-6-3-internal-1;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;internal;energy-review;audit_improvement | energy | quality_lab;Trace one SEU from energy balance through relevant variables, operating criteria, opportunities and expected consumption.;Sledujte jedno SEU od energetické bilance přes relevantní proměnné, provozní kritéria, příležitosti až k očekávané spotřebě.;Einen wesentlichen Energieeinsatz von Energiebilanz über relevante Variablen, Betriebskriterien, Chancen bis zum erwarteten Verbrauch verfolgen.
50001-6-3-internal-2;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;internal;energy-review;audit_improvement | energy | quality_lab;How is energy review implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Energetický přezkum“ a kdo vlastní příslušné řízení?;Wie ist „Energetische Bewertung“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-6-3-internal-3;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;internal;energy-review;audit_improvement | energy | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-6-3-customer-1;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;customer;energy-review;audit_improvement | energy | quality_lab;How does clause 6.3 protect customer, contractual or stakeholder expectations in this process?;Jak článek 6.3 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 6.3 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-6-3-customer-2;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;customer;energy-review;audit_improvement | energy | quality_lab;Trace one SEU from energy balance through relevant variables, operating criteria, opportunities and expected consumption.;Sledujte jedno SEU od energetické bilance přes relevantní proměnné, provozní kritéria, příležitosti až k očekávané spotřebě.;Einen wesentlichen Energieeinsatz von Energiebilanz über relevante Variablen, Betriebskriterien, Chancen bis zum erwarteten Verbrauch verfolgen.
50001-6-3-customer-3;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;customer;energy-review;audit_improvement | energy | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-6-3-certification-1;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;certification;energy-review;audit_improvement | energy | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 6.3?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 6.3?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 6.3?
50001-6-3-certification-2;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;certification;energy-review;audit_improvement | energy | quality_lab;Trace one SEU from energy balance through relevant variables, operating criteria, opportunities and expected consumption.;Sledujte jedno SEU od energetické bilance přes relevantní proměnné, provozní kritéria, příležitosti až k očekávané spotřebě.;Einen wesentlichen Energieeinsatz von Energiebilanz über relevante Variablen, Betriebskriterien, Chancen bis zum erwarteten Verbrauch verfolgen.
50001-6-3-certification-3;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;certification;energy-review;audit_improvement | energy | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-6-3-supplier-1;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;supplier;energy-review;audit_improvement | energy | quality_lab;How does the supplier implement energy review for the supplied product, process or service?;Jak dodavatel zavádí téma „Energetický přezkum“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Energetische Bewertung“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-6-3-supplier-2;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;supplier;energy-review;audit_improvement | energy | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-6-3-supplier-3;50001-6-3;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.3;6;high;supplier;energy-review;audit_improvement | energy | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-6-4-internal-1;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;internal;EnPI;audit_improvement | energy | quality_lab;For one EnPI, verify equation, units, boundaries, data quality, relevant variables, sensitivity and decision use.;U jednoho EnPI ověřte rovnici, jednotky, hranice, kvalitu dat, relevantní proměnné, citlivost a využití pro rozhodování.;Für einen EnPI Gleichung, Einheiten, Grenzen, Datenqualität, relevante Variablen, Sensitivität und Entscheidungsnutzung prüfen.
50001-6-4-internal-2;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;internal;EnPI;audit_improvement | energy | quality_lab;How is energy performance indicators (enpis) implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Ukazatele energetické hospodárnosti (EnPI)“ a kdo vlastní příslušné řízení?;Wie ist „Energieleistungskennzahlen (EnPIs)“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-6-4-internal-3;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;internal;EnPI;audit_improvement | energy | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-6-4-customer-1;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;customer;EnPI;audit_improvement | energy | quality_lab;How does clause 6.4 protect customer, contractual or stakeholder expectations in this process?;Jak článek 6.4 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 6.4 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-6-4-customer-2;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;customer;EnPI;audit_improvement | energy | quality_lab;For one EnPI, verify equation, units, boundaries, data quality, relevant variables, sensitivity and decision use.;U jednoho EnPI ověřte rovnici, jednotky, hranice, kvalitu dat, relevantní proměnné, citlivost a využití pro rozhodování.;Für einen EnPI Gleichung, Einheiten, Grenzen, Datenqualität, relevante Variablen, Sensitivität und Entscheidungsnutzung prüfen.
50001-6-4-customer-3;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;customer;EnPI;audit_improvement | energy | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-6-4-certification-1;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;certification;EnPI;audit_improvement | energy | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 6.4?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 6.4?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 6.4?
50001-6-4-certification-2;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;certification;EnPI;audit_improvement | energy | quality_lab;For one EnPI, verify equation, units, boundaries, data quality, relevant variables, sensitivity and decision use.;U jednoho EnPI ověřte rovnici, jednotky, hranice, kvalitu dat, relevantní proměnné, citlivost a využití pro rozhodování.;Für einen EnPI Gleichung, Einheiten, Grenzen, Datenqualität, relevante Variablen, Sensitivität und Entscheidungsnutzung prüfen.
50001-6-4-certification-3;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;certification;EnPI;audit_improvement | energy | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-6-4-supplier-1;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;supplier;EnPI;audit_improvement | energy | quality_lab;How does the supplier implement energy performance indicators (enpis) for the supplied product, process or service?;Jak dodavatel zavádí téma „Ukazatele energetické hospodárnosti (EnPI)“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Energieleistungskennzahlen (EnPIs)“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-6-4-supplier-2;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;supplier;EnPI;audit_improvement | energy | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-6-4-supplier-3;50001-6-4;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.4;6;high;supplier;EnPI;audit_improvement | energy | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-6-5-internal-1;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;internal;EnB;audit_improvement | energy | project_change;Why was the baseline period selected, and what rules prevent unjustified rebasing?;Proč bylo zvoleno období základny a jaká pravidla brání neodůvodněnému přenastavení?;Warum wurde der Basiszeitraum gewählt und welche Regeln verhindern unbegründete Neufestlegung?
50001-6-5-internal-2;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;internal;EnB;audit_improvement | energy | project_change;How is energy baseline (enb) implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Energetická základna (EnB)“ a kdo vlastní příslušné řízení?;Wie ist „Energetische Ausgangsbasis (EnB)“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-6-5-internal-3;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;internal;EnB;audit_improvement | energy | project_change;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-6-5-customer-1;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;customer;EnB;audit_improvement | energy | project_change;How does clause 6.5 protect customer, contractual or stakeholder expectations in this process?;Jak článek 6.5 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 6.5 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-6-5-customer-2;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;customer;EnB;audit_improvement | energy | project_change;Why was the baseline period selected, and what rules prevent unjustified rebasing?;Proč bylo zvoleno období základny a jaká pravidla brání neodůvodněnému přenastavení?;Warum wurde der Basiszeitraum gewählt und welche Regeln verhindern unbegründete Neufestlegung?
50001-6-5-customer-3;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;customer;EnB;audit_improvement | energy | project_change;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-6-5-certification-1;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;certification;EnB;audit_improvement | energy | project_change;Which objective evidence demonstrates conformity and effective implementation of clause 6.5?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 6.5?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 6.5?
50001-6-5-certification-2;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;certification;EnB;audit_improvement | energy | project_change;Why was the baseline period selected, and what rules prevent unjustified rebasing?;Proč bylo zvoleno období základny a jaká pravidla brání neodůvodněnému přenastavení?;Warum wurde der Basiszeitraum gewählt und welche Regeln verhindern unbegründete Neufestlegung?
50001-6-5-certification-3;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;certification;EnB;audit_improvement | energy | project_change;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-6-5-supplier-1;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;supplier;EnB;audit_improvement | energy | project_change;How does the supplier implement energy baseline (enb) for the supplied product, process or service?;Jak dodavatel zavádí téma „Energetická základna (EnB)“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Energetische Ausgangsbasis (EnB)“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-6-5-supplier-2;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;supplier;EnB;audit_improvement | energy | project_change;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-6-5-supplier-3;50001-6-5;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.5;6;high;supplier;EnB;audit_improvement | energy | project_change;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-6-6-internal-1;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;internal;data;audit_improvement | energy | maintenance | quality_lab;Trace one energy data point from meter/sensor through validation and calculation to an EnPI and management decision.;Sledujte jeden energetický údaj od měřidla/senzoru přes validaci a výpočet až k EnPI a rozhodnutí vedení.;Einen Energiedatenpunkt vom Zähler/Sensor über Validierung und Berechnung bis zum EnPI und zur Managemententscheidung verfolgen.
50001-6-6-internal-2;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;internal;data;audit_improvement | energy | maintenance | quality_lab;How is planning for collection of energy data implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Plánování sběru energetických dat“ a kdo vlastní příslušné řízení?;Wie ist „Planung der Sammlung von Energiedaten“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-6-6-internal-3;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;internal;data;audit_improvement | energy | maintenance | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-6-6-customer-1;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;customer;data;audit_improvement | energy | maintenance | quality_lab;How does clause 6.6 protect customer, contractual or stakeholder expectations in this process?;Jak článek 6.6 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 6.6 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-6-6-customer-2;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;customer;data;audit_improvement | energy | maintenance | quality_lab;Trace one energy data point from meter/sensor through validation and calculation to an EnPI and management decision.;Sledujte jeden energetický údaj od měřidla/senzoru přes validaci a výpočet až k EnPI a rozhodnutí vedení.;Einen Energiedatenpunkt vom Zähler/Sensor über Validierung und Berechnung bis zum EnPI und zur Managemententscheidung verfolgen.
50001-6-6-customer-3;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;customer;data;audit_improvement | energy | maintenance | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-6-6-certification-1;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;certification;data;audit_improvement | energy | maintenance | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 6.6?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 6.6?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 6.6?
50001-6-6-certification-2;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;certification;data;audit_improvement | energy | maintenance | quality_lab;Trace one energy data point from meter/sensor through validation and calculation to an EnPI and management decision.;Sledujte jeden energetický údaj od měřidla/senzoru přes validaci a výpočet až k EnPI a rozhodnutí vedení.;Einen Energiedatenpunkt vom Zähler/Sensor über Validierung und Berechnung bis zum EnPI und zur Managemententscheidung verfolgen.
50001-6-6-certification-3;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;certification;data;audit_improvement | energy | maintenance | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-6-6-supplier-1;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;supplier;data;audit_improvement | energy | maintenance | quality_lab;How does the supplier implement planning for collection of energy data for the supplied product, process or service?;Jak dodavatel zavádí téma „Plánování sběru energetických dat“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Planung der Sammlung von Energiedaten“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-6-6-supplier-2;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;supplier;data;audit_improvement | energy | maintenance | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-6-6-supplier-3;50001-6-6;ISO 50001;ISO 50001:2018 + Amd 1:2024;6.6;6;high;supplier;data;audit_improvement | energy | maintenance | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-7-1-internal-1;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;internal;resources;maintenance;Where is the largest resource constraint and how is its risk controlled?;Kde je největší omezení zdrojů a jak je jeho riziko řízeno?;Wo besteht der größte Ressourcenengpass und wie wird dessen Risiko gelenkt?
50001-7-1-internal-2;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;internal;resources;maintenance;How is resources implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Zdroje“ a kdo vlastní příslušné řízení?;Wie ist „Ressourcen“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-7-1-internal-3;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;internal;resources;maintenance;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-7-1-customer-1;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;customer;resources;maintenance;How does clause 7.1 protect customer, contractual or stakeholder expectations in this process?;Jak článek 7.1 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 7.1 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
50001-7-1-customer-2;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;customer;resources;maintenance;Where is the largest resource constraint and how is its risk controlled?;Kde je největší omezení zdrojů a jak je jeho riziko řízeno?;Wo besteht der größte Ressourcenengpass und wie wird dessen Risiko gelenkt?
50001-7-1-customer-3;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;customer;resources;maintenance;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
50001-7-1-certification-1;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;certification;resources;maintenance;Which objective evidence demonstrates conformity and effective implementation of clause 7.1?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 7.1?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 7.1?
50001-7-1-certification-2;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;certification;resources;maintenance;Where is the largest resource constraint and how is its risk controlled?;Kde je největší omezení zdrojů a jak je jeho riziko řízeno?;Wo besteht der größte Ressourcenengpass und wie wird dessen Risiko gelenkt?
50001-7-1-certification-3;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;certification;resources;maintenance;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
50001-7-1-supplier-1;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;supplier;resources;maintenance;How does the supplier implement resources for the supplied product, process or service?;Jak dodavatel zavádí téma „Zdroje“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Ressourcen“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
50001-7-1-supplier-2;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;supplier;resources;maintenance;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
50001-7-1-supplier-3;50001-7-1;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.1;7;medium;supplier;resources;maintenance;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
50001-7-2-internal-1;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;internal;competence;energy | hr | production;How was competence verified for one high-risk role, and who authorizes independent work?;Jak byla ověřena kompetence pro jednu vysoce rizikovou roli a kdo povoluje samostatnou práci?;Wie wurde die Kompetenz für eine Hochrisikorolle geprüft und wer autorisiert selbstständige Arbeit?
50001-7-2-internal-2;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;internal;competence;energy | hr | production;How is competence implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Kompetence“ a kdo vlastní příslušné řízení?;Wie ist „Kompetenz“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
50001-7-2-internal-3;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;internal;competence;energy | hr | production;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
50001-7-2-customer-1;50001-7-2;ISO 50001;ISO 50001:2018 + Amd 1:2024;7.2;7;high;customer;competence;energy | hr | production;How does clause 7.2 protect customer, contractual or stakeholder expectations in this process?;Jak článek 7.2 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 7.2 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
